SENTENCE	support_academic	support_moral	support_tech	support_data	support_library	support_finance	support_religious	support_unknown	sentiment_very_pos	sentiment_some_pos	sentiment_neutral
He also sup­plied the sheet of “flowery and gilt” paper from which the cover and jacket of this book were designed, and the “moral ledger” of a little girl of the eighteenth century, which was invaluable to me in writing the book.	0	0	0	0	0	0	0	1	0	1	0
Colette Westrick, O.S.B., Administrator, Benedictine Sisters of Chicago, for support and encouragement in the pursuit of graduate studies and the completion of the manu­script.	1	0	0	0	0	0	0	0	0	1	0
To Ann Bishop for being something of a role model for me by compassionately and proactively evoking her personal convictions in her professional life.	0	1	0	0	0	0	0	0	1	0	0
You have been there for me from my initial interest in the degree program through my final effort.	0	0	0	0	0	0	0	1	0	1	0
I would like to thank iriy fellow graduate students, the staff and faculty of the Department of Applied Mathematics, for their help in making my' stay enjoyable.	1	0	0	0	0	0	0	0	0	1	0
Roy Moore, Jimmie Moore, and Christopher Moore, thank you for being willing to travel long distances to haul my belongings up and down residential hall stairs without ever charging me a penny.	0	1	0	0	0	0	0	0	0	1	0
The chemical data bases evolved from the author's own designs, but the programs necessary to implement and use the data bases are largely the products of colleagues.	0	0	0	0	0	0	0	1	0	0	1
Finally, all my love and thanks must go to my very special family.	0	1	0	0	0	0	0	0	1	0	0
Ms. Euth Hendricks for her faithful support during the preparation of this thesis.	0	0	0	0	0	0	0	1	0	1	0
Dr. Alma Vasquez, Chairwoman of my committee and core faculty member, for her understanding of my personal goals and objectives at the outset of my association ’with the Union Graduate School; and Dr. Redmond Burke and Dr. Phyllis Cunningham, members of my committee, for their expertise in evaluating the project and their furtherance of its comple­tion.	1	0	0	0	0	0	0	0	0	0	1
I would like to acknowledge Professor Carl Ekberg for guiding me in my work and encouraging me to work on a project which will help the students, faculties and staff to access the resources of the library through their fingertips.	1	0	0	0	0	0	0	0	0	1	0
Thank you Carrie and Henry for sending dissertation writing cookies and cute pictures along the way!	0	1	0	0	0	0	0	0	1	0	0
To my wonderful in-laws: thank you.	0	1	0	0	0	0	0	0	1	0	0
Finally, I deeply appreciate the first-generation undergraduate library users who shared their library experiences and perceptions with me for this study.	0	0	0	1	0	0	0	0	1	0	0
I also appreciate the friendships and support of my library colleagues, especially Tanya F., Janet A., Susan B., Helen C., Suzanne R., and Cristina C., my Higher Education Classmates, and the support of my friend Lynda R., and OSU colleagues Tammy M., Linda S., and Robert R.. 	0	1	0	0	0	0	0	0	1	0	0
My heartfelt thanks to my committee members for their time, attention, and intelligent, incisive critique.	1	0	0	0	0	0	0	0	1	0	0
An acknowledgment is due to the seventy-one librarians and administrators of the area vocational-technical schools in the state who responded to the questionnaires, participated in the interviews, and made the research study an actuality.	0	0	0	1	0	0	0	0	0	0	1
To Debbie Kachel, Cindy Keller, and Debbie Emberger, I am grateful for your comforting support, encouragement, and guidance, but most importantly your friendship.	0	1	0	0	0	0	0	0	1	0	0
Dr. Thomas Slavens provided careful guidance during the writing of the study and his comments on content and rhetoric were most helpful.	0	0	1	0	0	0	0	0	0	1	0
I am extremely indebted to Dr. Kathryn Matheny, my sister, for being a methodical editor, thoughtful sounding board for ideas, and constant cheerleader.	0	1	0	0	0	0	0	0	1	0	0
Words cannot express how grateful I am to you for everything you have done to help me get to this point (even if sometimes I really disliked you for it).	0	0	0	0	0	0	0	1	1	0	0
My sincere gratitude goes to my research participants.	0	0	0	1	0	0	0	0	0	1	0
Lori Kruckenberg, Prof. Marc Vanscheeuwijck and Ann Shaffer for their generosity in sharing their time and knowledge.	0	0	0	0	0	0	0	1	0	0	1
I would like to thank Wera From and Mehis Tandre for their unfailing patience and help with the development of the educational material required for the programme.	0	0	0	0	0	0	0	1	0	0	0
Finally, I acknowledge the encouragement I received from my Mother, Mrs. Alice Klein O’Connor, who although living many miles away, consistently supported my efforts in the doctoral program and the preparation of this dissertation.	0	0	0	0	0	0	0	1	0	0	0
I wish to acknowledge the many people who made the completion of my dissertation possible.	0	0	0	0	0	0	0	1	0	0	1
You all were a source of strength for me to lean on.	0	1	0	0	0	0	0	0	0	0	0
I also want to thank my dissertation advisory committee members, Dr. Kristal Clemons, Dr. Lynda Beltz, and Dr. Mary Frances Zilonis, for their expertise and insight that was so valued and deeply appreciated.	0	0	0	0	0	0	0	1	0	0	0
Among them are my colleagues: Katie Kang, Christine Goldthwaite, Jessica Crowell, Marie Haverfield, MÃ¼ge Haseki, Danielle Catona, Rannie Teodoro, Sally Sankari, Heewon Kim, Surabhi Sahay, Alexa BolaÃ±os, Nik Rozaidi, Maria Dwyer, Jonathan Bullinger, Frank Bridges, Seol Ki, Hyunsook Youn, Julia Eisenberg, Aparna Krishnan and my overseas friend, collaborator, and social	1	0	0	0	0	0	0	0	0	0	1
Others who have provided information are listed in the bibliography of this work.	0	0	0	0	0	0	0	1	0	0	1
To Mom who believed in me and fostered my love of reading with dragons and Nancy Drew.	0	0	0	0	0	0	0	1	1	0	0
The completion of this degree is the culmination of a long held goal.	0	0	0	0	0	0	0	1	0	0	0
I was thrilled when that scholar, Michelle, agreed to come onboard “ I cannot imagine this project without her expertise.	0	0	0	0	0	0	0	1	0	0	0
I also thank my family for their love and encouragement from a distance: Mom and Dad, thank you for teaching me about diligence and perseverance as a girl, and for showing me that I should never be afraid of sacrifice in the pursuit of something greater than myself-- I needed those skills and lessons on this journey.	0	1	0	0	0	0	0	0	1	0	0
First and foremost, however, I must express my deep gratitude to the reference librarians who allowed me to observe them so closely at Newark Public Library, Morris County Library, Monmouth County Library and Camden County Library, all in New Jersey.	1	0	0	0	0	0	0	0	0	1	0
I am also extremely grateful to all my respondents in Jamaica and New York City, who allowed me access to their homes and their lives.	0	1	0	0	0	0	0	0	1	0	0
I am so fortunate my parents and in-laws were willing to babysit so I could attend class or write.	0	1	0	0	0	0	0	0	0	1	0
I would like to express my deepest love and respect to my father, Kiseok Choi, and my mother, Jiwon Park, for their endless love and support.	0	1	0	0	0	0	0	0	1	0	0
duringJthecourseofthiswork.	0	0	0	0	0	0	0	1	0	0	1
I would not be who I am today without your guidance and love.	0	1	0	0	0	0	0	0	1	0	0
The author wishes to express his gratitude to the following persons who have contributed to the completion of thisresearcheffort.	1	0	0	0	0	0	0	0	0	0	1
To the administrators who participated in this study.	1	0	0	0	0	0	0	0	0	0	1
I should like to express my special appreciation to Dr. Thomas J. Galvin who served as the major advisor for this study and without whose encouragement this dissertation would not have been completed.	1	0	0	0	0	0	0	0	0	1	0
Several historians assisted at critical points in my search for elu- sive information: Professor Edward M. Coffman, University of Wisconsin (Madison); and Professor Arthur E. Barbeau, West ¥¥ ¥ 111	1	0	0	0	0	0	0	0	0	0	1
To Laurel and Elliott: You are the reason for my being and the light of my life, may your lives be filled with the same love and joy you have given to me To my parents: thank you for your lifelong example of love œ	0	1	0	0	0	0	0	0	1	0	0
I entered the Graduate School of Library and Information Science in the fall of 2006 with the sole intention of earning a master's degree, yet here I sit on the other side of a dissertation.	0	0	0	0	0	0	0	1	0	0	1
Joseph Blake, at Millersville State College, first described the need for better library marketing practices in October, 1974, and he kept feeding this writer ideas and encouragement throughout the project.	1	0	0	0	0	0	0	0	0	1	0
I thank my husband Rich, for his support, patience, encouragement, and unwavering love.	0	1	0	0	0	0	0	0	1	0	0
I'm the oldest of four, and have never had the experience of being a younger sibling.	0	0	0	0	0	0	0	1	0	0	1
A big shout out to my partners in crime, Deb Shaw and Dana Davidson, for our girls' nights out and fun times in Chicago.	0	1	0	0	0	0	0	0	0	1	0
Thanks are also in order here to my second reader, Professor Susan Otis Thompson, who helped me to place Henry Lewis Bullen's career in a historical perspective.	1	0	0	0	0	0	0	0	0	0	1
It was her early encouragement and confidence that led me to attempt the doctorate.	0	1	0	0	0	0	0	0	0	1	0
I would also like to thank Erin Boyington and Ladelle Williams for their encouragement and participation.	0	1	0	0	0	0	0	0	0	1	0
We express special appreciation to four faculty members at Western Michigan University who gave much advice and assistance throughout the development of the survey and the writing of this project: Dr. Laurel Grotzinger, Dr. John P. Comaromi, and Dr. Hardy Carroll of the School of Librarianship; and Dr. David W. Hessler, College of Education.	1	0	0	0	0	0	0	0	0	1	0
I am very fortunate to call you my advisor.	1	0	0	0	0	0	0	0	0	1	0
Many thanks to Jana Varlejs for her work in developing and administering this grant program.	1	0	0	0	0	0	0	0	1	0	0
The Center for International Scholarship in School Libraries (CISSL) gave me many examples of connecting research to practice and introduced me to academics and librarians alike; ideas for this dissertation grew out of contacts I made with members and contributors at various conferences hosted by CISSL.	1	0	0	0	0	0	0	0	0	0	1
His gentle personality contrasts my energetic existence and he is the perfect yin to my yang.	0	1	0	0	0	0	0	0	0	1	0
My greatest debt is to my major advisor, Dr. Frank B. Sessa, whose advice, encouragem ent and fruitful criticism s have been of im m easurable benefit.	1	0	0	0	0	0	0	0	1	0	0
I learned so much from all of you, in so many ways.	0	0	0	0	0	0	0	1	0	1	0
I would like to acknowledge everyone at UTHSC who have supported and encouraged me throughout my pursuit of this doctorate.	1	0	0	0	0	0	0	0	0	0	1
The doctoral students at GSLIS have become friends and colleagues who will always be part of my professional network “ and for that I am grateful.	1	0	0	0	0	0	0	0	0	1	0
I love and appreciate you all.	0	1	0	0	0	0	0	0	0	1	0
CISSL also helped when I started in the program by procuring a fellowship through the Scholastic corporation.	1	0	0	0	0	0	0	0	0	1	0
I have learned throughout my doctoral process that one must become uncomfortable in order to evolve, challenge personal biases, and begin the critical thinking process.	0	0	0	0	0	0	0	1	0	0	1
Acknowledgements reflect the views of the author and are not endorsed by committee members or Oklahoma State University.	1	0	0	0	0	0	0	0	0	0	1
I would like to extend my appreciation also to my dissertation committee members, Dr. Miriam Pardo and Dr. Pearl Smith, who provided me with encouragement and support throughout the process.	1	0	0	0	0	0	0	0	0	0	1
Likewise, my honorary second adviser, Dr. Paul Jaeger, has treated me like a colleague over the years, and I have learned an incalucuable amount of knowledge of the profession because of this.	1	0	0	0	0	0	0	0	1	0	0
Thanks to Jeff Rimland for always being willing to listen to my ideas, provide encouraging words, and sit down to help me think things over, proofread some of my work, and pressure me to pick a date for my proposal.	1	0	0	0	0	0	0	0	1	0	0
I am indebted to Ellis Cotlar's phenomenal memory of the contents of long-ignored storage flats in the stacks.	0	1	0	0	0	0	0	0	1	0	0
I am grateful to Joyce Karon, my mentor in school librarianship; Pamela Kramer, a colleague and supporter of this research; and Donald Adcock, the impetus for this research, for their dedication and service to school librarianship both nationally and locally.	1	0	0	0	0	0	0	0	0	1	0
Unfortunately it is not possible to mention everyone who ^'»0-/ touched my life these last three years.	0	1	0	0	0	0	0	0	0	1	0
Thank you to the people who know me best, my family, for keeping me motivated, being my cheerleaders, and providing inspiration for my research.	0	1	0	0	0	0	0	0	0	1	0
Mega and Paul often acted as a tag team of coach and cheerleader, and without their support I would not have had nearly the successes that I have had over the years.	0	1	0	0	0	0	0	0	1	0	0
To all of the ladies working at Masonic institutions, you know even more than the members, and your secret is safe with me.	1	0	0	0	0	0	0	0	0	0	1
Professor David K. Berninghausen, as major advisor, provided invaluable counsel.	1	0	0	0	0	0	0	0	0	1	0
Thanks is also extended to my father, Donald Walker, for his quiet but steadfast love and to my siblings, Donna Gail Walker Thompson and Sean Edward Walker for their support and encouragement.	0	1	0	0	0	0	0	0	0	1	0
I still remember the afternoon I told my former boss, Dr. Lizbeth Martin, that I was considering entering a doctoral program.	1	0	0	0	0	0	0	0	0	0	1
You taught me to love reading and learning and inspired me to become an educator.	0	0	0	0	0	0	0	1	0	1	0
I am deeply grateful to my other dissertation committee members, Drs. Denise Agosto, Kristene Unsworth, Christopher Yang, and Christian Resick for their detailed reviews, constructive criticism, and stimulating suggestions.	1	0	0	0	0	0	0	0	0	1	0
I would like to thank my parents, sisters, and friends for their love, encouragement, and editing skills.	0	1	0	0	0	0	0	0	1	0	0
His background in experi- mental methodology has been very helpful.	1	0	0	0	0	0	0	0	0	1	0
Reagan Huerta from the Pajaro Valley Historical Society was especially helpful in finding local Watsonville history sources including information regarding the Watsonville Public Library.	1	0	0	0	0	0	0	0	0	1	0
 I thank GOD who is my Everything.	0	1	0	0	0	0	0	0	1	0	0
Claude E. Spencer and Marvin D. Williams, Jr., Disciples of Christ Historical Society; Lynn E. May, Jr. and Marian Keegan, Historical Commission of the Southern Baptist Convention; Gladys Beasley, United Methodist Pub­ lishing House Library; Grace Teague, Divinity Library, xv	1	0	0	0	0	0	0	0	0	0	1
The Julius Rosenwald Fund Library Program is an unsung and largely unknown story.	0	0	0	0	0	0	0	1	1	0	0
From turning down walks in the park to movie nights, he has stayed by my side, letting me focus when I needed to work and dragging me outdoors when I truly needed a break.	0	1	0	0	0	0	0	0	1	0	0
And finally, I am grateful to many close friends for their understanding, support and acceptance during this period of time.	0	1	0	0	0	0	0	0	0	1	0
In particular, the NPL Special Collections Division's vertical and subject files on Nashville schools, churches, organizations, and	1	0	0	0	0	0	0	0	0	1	0
Other members of my family and friends, thank you for asking so little of me while giving your aid, support and understanding.	0	1	0	0	0	0	0	0	0	1	0
Many thanks are to be had.	0	1	0	0	0	0	0	0	0	0	1
Lastly, the researcher wishes to express his appreciation to the Ethiopian government and the United States Agency for International Development for their financial arrangements in support of this study.	1	0	0	0	0	0	0	0	0	1	0
I have held onto that for the last year and it has helped me focus and persevere.	0	1	0	0	0	0	0	0	0	1	0
Mel, Phillip, and Jacob, you never ceased to believe that I would one day become “Doctor Paprika.”	0	1	0	0	0	0	0	0	0	1	0
The consistent support and recommendations will never go without recognition.	1	0	0	0	0	0	0	0	0	1	0
The images are either property of the OSU Valley Library or have been taken by the author during an onsite visit.	0	0	0	0	0	0	0	1	0	0	1
I would also like to thank C. Bryce, T. Snider^ Dr. N. Solntseff and a group of students, taking AM3A3, for samples of Pascal programs.	1	0	0	0	0	0	0	0	0	0	1
Appreciation is also expressed to Dr. R. K. Crocker for his assistance in the treatment of the data.	1	0	0	0	0	0	0	0	0	1	0
Finally, I wish to acknowledge the collective and personal support from the members of the Library Council, Consortium of Universities.	1	0	0	0	0	0	0	0	0	0	1
My advisor, Mr. Howard W. Winger, gave me incisive criticism and insightful suggestions throughout the preparation of this thesis.	1	0	0	0	0	0	0	0	0	1	0
The support of my siblings Connie and Rob, and all of my extended family is also deeply appreciated.	0	1	0	0	0	0	0	0	0	1	0
I am particularly indebted to my dissertation director, Dr. Marvin W. Kranz, Specialist in American History, Library of Congress.	1	0	0	0	0	0	0	0	1	0	0
McMaster “who made my stay there- enjoyable.	0	1	0	0	0	0	0	0	0	1	0
I will always be grateful to him for his insight into the phenomena I wanted to explore and his constant personal concern for	1	0	0	0	0	0	0	0	0	1	0
I always felt they had my back, even 3,000 miles away from where I lived.	0	1	0	0	0	0	0	0	0	1	0
Many thanks to my parents, who trusted me and allowed me to take my life to an unknown journey to a foreign land.	0	1	0	0	0	0	0	0	1	0	0
I also want to express my sincere thanks to Dr. Robert Williams and Dr. Kate Flory for their valuable insights in the beginning of my research.	1	0	0	0	0	0	0	0	0	1	0
Thank you for all the things you did for me to help me achieve my goal.	0	1	0	0	0	0	0	0	0	1	0
Thank you for always being there and for taking this journey with me.	0	1	0	0	0	0	0	0	0	1	0
I greatly admire their dedication and efforts on my behalf.	0	1	0	0	0	0	0	0	0	1	0
Thanks for your attention and thoroughness.	0	1	0	0	0	0	0	0	0	1	0
I am so proud of Connor, Kaitlyn, and Andrew for pitching in around the house to help mom get her work done.	0	1	0	0	0	0	0	0	1	0	0
The library staff of Concordia College, St. Paul, deserves special acknowledgment of their help, kindness and patience.	1	0	0	0	0	0	0	0	0	1	0
Finally, to my wife who typed, and typed again on my preliminary drafts and Mrs, Gayle Taylor for an outstanding final copy.	0	1	0	0	0	0	0	0	0	1	0
I would like to thank Professor Judy Broady-Preston for taking me through the research process.	1	0	0	0	0	0	0	0	0	1	0
I would like to begin by thanking my committee members, Dr. Butler, Dr. Hsu, Dr. Hunt, and Dr. Fiehn.	1	0	0	0	0	0	0	0	0	0	1
Your beliefs convinced and sustained me throughout this journey.	0	1	0	0	0	0	0	0	0	1	0
Writing this dissertation had a big impact on me, and it's a finishing touch on my life in Rutgers.	0	0	0	0	0	0	0	1	1	0	0
First, I would like to thank my husband, Paul, for his unconditional love and unwavering support throughout my doctoral journey.	0	1	0	0	0	0	0	0	1	0	0
The author is indebted to his thesis supervisor, Dr. M.D. Levine, for providing him with the opportunity of doing this work, for his guidance throughout the project, and especially» for his comments and corrections to preliminary drafts bf this thesis.	1	0	0	0	0	0	0	0	0	1	0
Thank you, Dr. Gregory.	1	0	0	0	0	0	0	0	0	1	0
I would like to thank Dr. Carol Perryman for encouraging my interest in andragogy in librarianship.	1	0	0	0	0	0	0	0	0	1	0
More importantly, it would not have happened without the help, support, and encouragement of many people along the way.	0	1	0	0	0	0	0	0	0	1	0
To my mother, Patricia Eason Walker, I am eternally grateful to you for your love and support, not just through the completion o f this study, but in every challenge that I have faced in my life.	0	1	0	0	0	0	0	0	1	0	0
Finally, I.would like to dedicate this work to my wife Maria in appreciation of the sacrifices she has made throughout my academic *'***	0	1	0	0	0	0	0	0	1	0	0
I would like to express my gratitude to Professor Lewis Elton, Head of the Institute for Educational Technology, University of Surrey, Guildford, England, and to Dr. Sven . Westberg, Director of Chalmers University of Technology Library, Gothenburg, for their encouragement and help.	1	0	0	0	0	0	0	0	0	1	0
I want to thank Augustana College for graciously allowing me to use their institution as the site for this project.	1	0	0	0	0	0	0	0	0	1	0
Mr. Brich- ford, particularly, rendered thoughtful assistance and con- tributed a number of valuable suggestions.	1	0	0	0	0	0	0	0	0	1	0
I would like to thank my cohort members, particularly Anmol Kalsi and Porchia Moore for our stimulating discussions, supportive exchange, and all the fun we had for the last four years, which helped enrich the experience.	1	0	0	0	0	0	0	0	1	0	0
To Clara Chu, thank you for sharing your insights and passion for librarianship.	1	0	0	0	0	0	0	0	0	1	0
I would like to thank Wera From and Mehis Tandre for their unfailing patience and help with the development of the educational material required for the programme.	1	0	0	0	0	0	0	0	1	0	0
-All of my colleagues at the University of Idaho Library for providing feedback and collaborating with me on various research projects over the years.	1	0	0	0	0	0	0	0	0	1	0
I am eternally grateful for the privilege of being a teaching assistant (TA) in Professor Greg Downey's LIS 201: The Information Society and Professor Rebekah Willett's LIS 202: Informational Divides and Differences in a Multicultural Society.	1	0	0	0	0	0	0	0	0	1	0
Thank you, Dr. Pasco, for the guidance, reassurance, and the crazy suggestion that I should join the NxtWave cohort and go for a doctorate.	1	0	0	0	0	0	0	0	1	0	0
The search questions were obtained from NERAC at the University of Connecticut through the courtesy of Dr. Daniel U. Wilde, Director, whose cooperation is very much appreciated.	1	0	0	0	0	0	0	0	0	1	0
They are, in fact, the most vital to your success.	0	0	0	0	0	0	0	1	0	0	1
Philippians 4:13 New Living Translation (NLT) For I can do everything through Christ,[a] who gives me strength.	0	1	0	0	0	0	0	0	0	1	0
I would like to thank Professor D.J.Kenworthy for his valuable supervision and his comments regarding ^., the contents of this report, v• I would'*particularly like to thank Professor •\ R,J.Welko,of The McMaster School of Businoss,who deve-r Hoped The CYBERSTRUCTURE framewotk and programmed the CYSDEM simulator.	1	0	0	0	0	0	0	0	0	1	0
I should like to acknowledge my deep and sincere appreciation to the Yongsan Library Volunteers, It was their cheerful and dedicated assistance that made this manual possible.	1	0	0	0	0	0	0	0	1	0	0
Further, many thanks to Kathleen Scheaffer and Nalini K. Singh, librarians of the Inforum, for their help and invaluable information in bringing this thesis to completion.	1	0	0	0	0	0	0	0	0	1	0
The guidance and advice of Mr. Jerry Martin of the University of Minnesota Computer Center is gratefully acknowledged as is the cheerful service of Mr. Michael Sushko who created original computer programs to convert the raw data into useful dimensional values.	1	0	0	0	0	0	0	0	0	1	0
Thanks to my husband, Billy Austin, for believing in me and for the sacrifices he has made.	0	1	0	0	0	0	0	0	1	0	0
I seen pretty people disappear like smoke.	0	0	0	0	0	0	0	1	0	0	1
Thanks also to the librarians in my life: Kimmetha Herndon, John Rivest, Bettie Sumner, DeWayne Williams, Karen Simpkins, and the wonderful staff of the interlibrary loan department at Nova Southeastern University.	1	0	0	0	0	0	0	0	0	1	0
Thank you for believing in me and ensuring that I continue to strive to achieve my full potential.	0	1	0	0	0	0	0	0	0	1	0
I also wanted to acknowledge the vast amount of energy and support of my friends, especially Jeremiah Nelson, Tim Carmichael, Robyn Mahoney, Robin Boswell, Deon Ritchie, Jackie Harper, Bill and Becky Bragdon, and Jon Finn.	0	1	0	0	0	0	0	0	1	0	0
Thank you for always having time for me and encouraging me.	0	1	0	0	0	0	0	0	0	1	0
University for their encouragement, X am thankful.	1	0	0	0	0	0	0	0	0	1	0
Dr. Armacost, I only hope that I can be as inspirational to my students as you were to me.	1	0	0	0	0	0	0	0	1	0	0
I am amazed by the commitment you have shown in teaching our students.	1	0	0	0	0	0	0	0	1	0	0
The scholars whose work is cited in this thesis have illuminated my understanding o f the library's place in Memphis far more than the bare records o f the library could have.	1	0	0	0	0	0	0	0	0	1	0
I would like to take this opportunity to thank the many people in my life that helped me finish the PhD program at UCLA.	1	0	0	0	0	0	0	0	0	1	0
i Gratitude is aiso expressed to Dr. Frank Riggs and Mrs. Mary Crocker for their co-operation and assistance with the data collected from the questionnaire.	0	0	0	1	0	0	0	0	0	1	0
She has also been an amazing mentor who has repeatedly placed my best interests before her own, and who I credit as the main reason that I secured an academic position before I ever even finished my dissertation.	1	0	0	0	0	0	0	0	1	0	0
In particular he would like to express his sincere appreciation to: Professor N. R, Baker, Chairman of his dissertation committee, for his guidance, assistance, suggestions, and encouragement throughout the course of this research.	1	0	0	0	0	0	0	0	0	1	0
In conclusion, I want to express my profound gratitude to my family for their support during this learning process.	0	1	0	0	0	0	0	0	1	0	0
Simply put, Cal made me a better writer, editor, and researcher.	0	0	0	0	0	0	0	1	0	0	1
To Lisa Bievenue and Informatics for letting me cultivate my dream job and bounce back and forth between public engagement and scholarship.	1	0	0	0	0	0	0	0	1	0	0
Work in the dissertation was supported by: Google Faculty Research Award œAutomatic Identification of Information Searcher Intentions During an Information Seeking Session N.J. Belkin (PI) and C. Shah (Co-PI).	1	0	0	0	0	0	0	0	0	0	1
She and Kari Johnson helped me connect with the Friends of University Libraries, attend library conferences, and ultimately manage the National Student Affairs Archives (NSAA).	1	0	0	0	0	0	0	0	0	1	0
You helped me step out of my worldview and look at information literacy through a new lens.	1	0	0	0	0	0	0	0	0	1	0
I was often overwhelmed at the generosity and kindness demonstrated to me as I struggled through it all.	0	1	0	0	0	0	0	0	0	1	0
Thank you to all of my colleagues in the University Libraries, at Old Dominion University, and everywhere else.	1	0	0	0	0	0	0	0	0	1	0
To my mother, Jean Carter, thank you for loving me despite my absence (at times) in body as well as mind.	0	1	0	0	0	0	0	0	1	0	0
My gratitude is also extended to other committee members—	1	0	0	0	0	0	0	0	0	1	0
"The topic, ""CATV and Its Implications for Libraries,"" was relatively new to me."	1	0	0	0	0	0	0	0	0	0	1
I would like to thank Professor Allen Kent, Dr. Patrick R. Penland and Dr. Donald L. Shirey for their invaluable assistance and for their expertise in the various areas of methodology that have affected this work.	1	0	0	0	0	0	0	0	0	1	0
I was fortunate to arrive in the School of Communication and Information (SC&I) PhD program during Jorge's tenure as Dean; despite his busy schedule, he always took time to mentor students like me.	1	0	0	0	0	0	0	0	0	1	0
I couldn't have had better or more supportive workplace than the Rogers State University Libraries.	1	0	0	0	0	0	0	0	0	1	0
To James A. Warren Jr., thank you for being my loving brother in Christ who was (and is) always willing to pray with me, listen to me, to offer a helping hand, and an open heart.	0	1	0	0	0	0	0	0	1	0	0
The reference staff of Bizzell Memorial Library also deserves my gratitude, especially Shirley Pelley, Jan Hurst and Lenore Clark.	1	0	0	0	0	0	0	0	0	1	0
Cheers to future coloring sessions, punctuated with discussion of big ideas.	0	0	0	0	0	0	0	1	0	0	1
Mr. J. Hutcheson of the Computer Centre staff is to be commended on a first class job of the construction of H.MON, a service made available through the provision of a grant from the University Research Board.	1	0	0	0	0	0	0	0	0	1	0
I owe special gratitude to Liz Qunell who encouraged me to fulfill my dream and had her full faith in my ability to succeed in this endeavor.	0	1	0	0	0	0	0	0	1	0	0
I would like to thank my committee members, Dr. Jane Lohmann (Northeastern University) and Dr. Laura Saunders (Simmons College), whose perspectives, advice, and previous research added greatly to this study.	1	0	0	0	0	0	0	0	1	0	0
Thank you to Marguerite Adams, Susan Bridwell, Chris Byrd, Carolyn Champion, Jeff Farnham, Dr. Lacy Ford, Dr. Bill Hogue, Kimberly Keen, Becky Mayo,	1	0	0	0	0	0	0	0	0	1	0
Thank you to Dr. Marija Dalbello, Dr. Daniel O'Connor, and Dr. Sonja Thomas for encouraging me to pursue a PhD and to the ALA Spectrum fellowship that provided me with generous funding that supported my work for many years.	0	0	0	0	0	1	0	0	0	1	0
Thank you to the members of my dissertation committee (Jenny Mandelbaum, Lisa Mikesell, Hartmut Mokros, and Alexa Hepburn) who provided many helpful comments that strengthened the manuscript.	1	0	0	0	0	0	0	0	0	1	0
I am eternally thankful for my family.	0	1	0	0	0	0	0	0	1	0	0
Thank you to Claire Leary for encouraging me to get my MLIS, become a librarian, and then continue my education.	0	1	0	0	0	0	0	0	0	1	0
Credit is also due to my other committee members, Elizabeth Aversa, Deborah Turner, and Lisl Zach for their tireless efforts at proofreading, advice, and mentoring.	1	0	0	0	0	0	0	0	0	1	0
I would like to extend my appreciation to Ms. Bridget Quinn-Carey, Interim President and CEO of Queen Public Library, New York, for her encouragement and unlimited support that greatly contributed to the completion of this dissertation.	1	0	0	0	0	0	0	0	0	1	0
I am truly grateful to so many people who have supported me over the past seven years.	0	1	0	0	0	0	0	0	0	1	0
The author is indebted to several diverse groups of people: to colleagues, former students, and relatives, too .numerous to mention for their contribution, advice, and support from the first proposal to the end of the complete study, both in the United States and Thailand: to hundreds of faculty members and students who responded to the questionnaires and to librarians in Srinakharinwirot University libraries, to a score of faculty members and students who responded to a pre-test of the questionnaires in the Faculty of Education (School of Education), Chulalongkorn University, and who gave of their time so generously.	1	0	0	0	0	0	0	0	1	0	0
I offer my highest praise to GOD for my entire family (real and fictive kin) whose prayers, love, faith, encouragement, and support have been (and continue to be) immense blessings to me.	0	0	0	0	0	0	1	0	1	0	0
Secondly, my research would not be possible without the support from the University of Missouri-Kansas City.	1	0	0	0	0	0	0	0	0	1	0
Mom and Dad, you are the source of my curiosity and energy.	0	1	0	0	0	0	0	0	1	0	0
Special recognition for his role in facilitating this is my advisor Dr. Daniel O'Connor.	1	0	0	0	0	0	0	0	0	1	0
The support of the staff at the Arne Nixon Center, Henry Madden Library, California State University, Fresno was critical and this research could not have been completed without the assistance of Jennifer Crow, Curator and Jami Sanford, Library Assistant.	1	0	0	0	0	0	0	0	0	1	0
The years in Rutgers have been a period of growth and learning for my research and also personal development.	1	0	0	0	0	0	0	0	0	1	0
I thank my wife, Piper, for believing in me when I struggled, and supporting me through the finish.	0	1	0	0	0	0	0	0	1	0	0
I am grateful for the insights of each member of my committee, including the aforementioned Cal and Ryan, as well as Denise Anthony, Glaire Anderson, and Kenneth Honerkamp of the University of Georgia.	1	0	0	0	0	0	0	0	0	1	0
It was a great experience visiting most of the libraries to see who visits, the programs they offer, and the size of the library in general.	0	0	0	0	1	0	0	0	0	1	0
My colleagues elsewhere, including faculty, students, and librarians, deserve praise as well, for continued encouragement and for the valuable insights they have shared throughout the research process.	1	0	0	0	0	0	0	0	0	1	0
Dave Schwartz and Claytee White have shown kindness and compassion when I was at my lowest ebb.	0	1	0	0	0	0	0	0	1	0	0
I cannot imagine completing this journey without their love, friendship, mentorship, and support.	0	1	0	0	0	0	0	0	1	0	0
Their ability to see the study from various points of view caused them to make many helpful suggestions which made the study of greater value to the library profession and to the study of knowledge utili­ zation.	1	0	0	0	0	0	0	0	1	0	0
Finally, financial support in terms of teaching and research assistantships is gratefully acknowledged from the Department of Computing Science, and the National Research '!	0	0	0	0	0	1	0	0	0	1	0
